date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
20100112,315,1,593171,10,6,N,0
20100126,315,1,593171,10,2,N,0
20100131,315,1,593171,10,2,N,0
20100202,315,1,593171,10,2,N,0
20100204,315,1,593171,10,2,N,0
20100208,315,1,593171,10,2,N,0
20100209,315,1,593171,10,2,N,0
20100211,315,1,593171,10,2,N,0
20100214,315,1,593171,10,2,N,0
20100219,315,1,593171,10,2,N,0
20100221,315,1,593171,10,4,N,0
20100222,315,1,593171,10,2,N,0
20100225,315,1,593171,10,2,N,0
20100226,315,1,593171,10,2,N,0
20100227,315,1,593171,10,2,N,0
20100306,315,1,593171,10,8,N,0
20100307,315,1,593171,10,2,N,0
20100311,315,1,593171,10,2,N,0
20100314,315,1,593171,10,2,N,0
20100315,315,1,593171,10,2,N,0
20100316,315,1,593171,10,2,N,0
20100323,315,1,593171,10,2,N,0
20100324,315,1,593171,10,4,N,0
20100325,315,1,593171,10,2,N,0
20100326,315,1,593171,10,6,N,0
20100329,315,1,593171,10,4,N,0
20100330,315,1,593171,10,2,N,0
20100401,315,1,593171,10,2,N,0
20100409,315,1,593171,10,2,N,0
20100410,315,1,593171,10,4,N,0
20100411,315,1,593171,10,2,N,0
20100414,315,1,593171,10,2,N,0
20100415,315,1,593171,10,2,N,0
20100420,315,1,593171,10,2,N,0
20100422,315,1,593171,10,2,N,0
20100424,315,1,593171,10,2,N,0
20100425,315,1,593171,10,2,N,0
20100426,315,1,593171,10,4,N,0
20100428,315,1,593171,10,2,N,0
20100430,315,1,593171,10,2,N,0
20100503,315,1,593171,10,2,N,0
20100508,315,1,593171,10,2,N,0
20100513,315,1,593171,10,2,N,0
20100514,315,1,593171,10,4,N,0
20100516,315,1,593171,10,2,N,0
20100517,315,1,593171,10,4,N,0
20100529,315,1,593171,10,2,N,0
20100602,315,1,593171,10,2,N,0
20100605,315,1,593171,10,4,N,0
20100606,315,1,593171,10,2,N,0
20100614,315,1,593171,10,2,N,0
20100619,315,1,593171,10,2,N,0
20100621,315,1,593171,10,2,N,0
20100624,315,1,593171,10,2,N,0
20100703,315,1,593171,10,8,N,0
20100705,315,1,593171,10,2,N,0
20100706,315,1,593171,10,2,N,0
20100707,315,1,593171,10,2,N,0
20100708,315,1,593171,10,2,N,0
20100709,315,1,593171,10,2,N,0
20100713,315,1,593171,10,2,N,0
20100718,315,1,593171,10,2,N,0
20100724,315,1,593171,10,4,N,0
20100801,315,1,593171,10,2,N,0
20100811,315,1,593171,10,2,N,0
20100814,315,1,593171,10,2,N,0
20100815,315,1,593171,10,4,N,0
20100816,315,1,593171,10,2,N,0
20100820,315,1,593171,10,2,N,0
20100821,315,1,593171,10,2,N,0
20100823,315,1,593171,10,2,N,0
20100824,315,1,593171,10,2,N,0
20100904,315,1,593171,10,2,N,0
20100914,315,1,593171,10,4,N,0
20100915,315,1,593171,10,2,N,0
20100917,315,1,593171,10,2,N,0
20100918,315,1,593171,10,2,N,0
20100922,315,1,593171,10,2,N,0
20101015,315,1,593171,10,2,N,0
20101024,315,1,593171,10,2,N,0
20101101,315,1,593171,10,2,N,0
20101103,315,1,593171,10,2,N,0
20101114,315,1,593171,10,2,N,0
20101121,315,1,593171,10,2,N,0
20101125,315,1,593171,10,2,N,0
20101201,315,1,593171,10,4,N,0
20101203,315,1,593171,10,2,N,0
20101207,315,1,593171,10,2,N,0
20101212,315,1,593171,10,2,N,0
20101213,315,1,593171,10,2,N,0
20101221,315,1,593171,10,2,N,0
20101226,315,1,593171,10,2,N,0
20100102,326,1,593171,10,8,N,0
20100103,326,1,593171,10,2,N,0
20100106,326,1,593171,10,4,N,0
20100109,326,1,593171,10,4,N,0
20100110,326,1,593171,10,4,N,0
20100112,326,1,593171,10,2,N,0
20100113,326,1,593171,10,2,N,0
20100114,326,1,593171,10,2,N,0
20100115,326,1,593171,10,2,N,0
20100118,326,1,593171,10,2,N,0
20100124,326,1,593171,10,2,N,0
20100130,326,1,593171,10,2,N,0
20100206,326,1,593171,10,2,N,0
20100211,326,1,593171,10,4,N,0
20100213,326,1,593171,10,2,N,0
20100218,326,1,593171,10,2,N,0
20100219,326,1,593171,10,4,N,0
20100220,326,1,593171,10,2,N,0
20100226,326,1,593171,10,2,N,0
20100227,326,1,593171,10,2,N,0
20100318,326,1,593171,10,2,N,0
20100320,326,1,593171,10,2,N,0
20100401,326,1,593171,10,2,N,0
20100404,326,1,593171,10,2,N,0
20100725,326,1,593171,10,10,N,0
20100726,326,1,593171,10,4,N,0
20100728,326,1,593171,10,10,N,0
20100729,326,1,593171,10,6,N,0
20100730,326,1,593171,10,8,N,0
20100731,326,1,593171,10,8,N,0
20100801,326,1,593171,10,14,N,0
20100802,326,1,593171,10,2,N,0
20100804,326,1,593171,10,6,N,0
20100806,326,1,593171,10,4,N,0
20100807,326,1,593171,10,4,N,0
20100808,326,1,593171,10,6,N,0
20100809,326,1,593171,10,2,N,0
20100810,326,1,593171,10,2,N,0
20100811,326,1,593171,10,2,N,0
20100812,326,1,593171,10,10,N,0
20100813,326,1,593171,10,6,N,0
20100814,326,1,593171,10,12,N,0
20100816,326,1,593171,10,2,N,0
20100817,326,1,593171,10,6,N,0
20100820,326,1,593171,10,4,N,0
20100821,326,1,593171,10,6,N,0
20100823,326,1,593171,10,2,N,0
20100824,326,1,593171,10,2,N,0
20100829,326,1,593171,10,4,N,0
20100901,326,1,593171,10,2,N,0
20100906,326,1,593171,10,4,N,0
20100911,326,1,593171,10,4,N,0
20100913,326,1,593171,10,2,N,0
20100918,326,1,593171,10,2,N,0
20100919,326,1,593171,10,4,N,0
20100924,326,1,593171,10,2,N,0
20101003,326,1,593171,10,2,N,0
20101009,326,1,593171,10,8,N,0
20101010,326,1,593171,10,4,N,0
20101014,326,1,593171,10,2,N,0
20101021,326,1,593171,10,2,N,0
20101110,326,1,593171,10,2,N,0
20101116,326,1,593171,10,2,N,0
20101130,326,1,593171,10,2,N,0
20100103,352,1,593171,10,12,N,0
20100106,352,1,593171,10,2,N,0
20100110,352,1,593171,10,4,N,0
20100111,352,1,593171,10,4,N,0
20100113,352,1,593171,10,2,N,0
20100114,352,1,593171,10,4,N,0
20100115,352,1,593171,10,6,N,0
20100116,352,1,593171,10,2,N,0
20100118,352,1,593171,10,4,N,0
20100128,352,1,593171,10,2,N,0
20100203,352,1,593171,10,2,N,0
20100207,352,1,593171,10,2,N,0
20100302,352,1,593171,10,2,N,0
20100306,352,1,593171,10,2,N,0
20100307,352,1,593171,10,2,N,0
20100310,352,1,593171,10,2,N,0
20100315,352,1,593171,10,2,N,0
20100320,352,1,593171,10,2,N,0
20100325,352,1,593171,10,2,N,0
20100328,352,1,593171,10,2,N,0
20100415,352,1,593171,10,2,N,0
20100417,352,1,593171,10,4,N,0
20100424,352,1,593171,10,2,N,0
20100515,352,1,593171,10,2,N,0
20100519,352,1,593171,10,2,N,0
20100529,352,1,593171,10,4,N,0
20100609,352,1,593171,10,2,N,0
20100611,352,1,593171,10,12,N,0
20100612,352,1,593171,10,8,N,0
20100613,352,1,593171,10,4,N,0
20100614,352,1,593171,10,8,N,0
20100615,352,1,593171,10,8,N,0
20100616,352,1,593171,10,8,N,0
20100617,352,1,593171,10,2,N,0
20100618,352,1,593171,10,6,N,0
20100619,352,1,593171,10,14,N,0
20100620,352,1,593171,10,4,N,0
20100621,352,1,593171,10,10,N,0
20100622,352,1,593171,10,14,N,0
20100623,352,1,593171,10,16,N,0
20100624,352,1,593171,10,6,N,0
20100625,352,1,593171,10,10,N,0
20100626,352,1,593171,10,6,N,0
20100627,352,1,593171,10,10,N,0
20100628,352,1,593171,10,10,N,0
20100630,352,1,593171,10,12,N,0
20100702,352,1,593171,10,8,N,0
20100703,352,1,593171,10,8,N,0
20100704,352,1,593171,10,10,N,0
20100705,352,1,593171,10,14,N,0
20100706,352,1,593171,10,30,N,0
20100707,352,1,593171,10,16,N,0
20100708,352,1,593171,10,22,N,0
20100709,352,1,593171,10,8,N,0
20100710,352,1,593171,10,12,N,0
20100711,352,1,593171,10,8,N,0
20100712,352,1,593171,10,10,N,0
20100713,352,1,593171,10,6,N,0
20100714,352,1,593171,10,12,N,0
20100715,352,1,593171,10,8,N,0
20100716,352,1,593171,10,4,N,0
20100717,352,1,593171,10,4,N,0
20100719,352,1,593171,10,4,N,0
20100720,352,1,593171,10,6,N,0
20100721,352,1,593171,10,4,N,0
20100722,352,1,593171,10,4,N,0
20100723,352,1,593171,10,8,N,0
20100724,352,1,593171,10,2,N,0
20100725,352,1,593171,10,14,N,0
20100726,352,1,593171,10,4,N,0
20100727,352,1,593171,10,2,N,0
20100728,352,1,593171,10,2,N,0
20100729,352,1,593171,10,2,N,0
20100730,352,1,593171,10,6,N,0
20100801,352,1,593171,10,6,N,0
20100802,352,1,593171,10,4,N,0
20100803,352,1,593171,10,2,N,0
20100804,352,1,593171,10,2,N,0
20100806,352,1,593171,10,4,N,0
20100808,352,1,593171,10,4,N,0
20100810,352,1,593171,10,6,N,0
20100812,352,1,593171,10,4,N,0
20100813,352,1,593171,10,2,N,0
20100814,352,1,593171,10,2,N,0
20100816,352,1,593171,10,8,N,0
20100820,352,1,593171,10,2,N,0
20100824,352,1,593171,7,2,N,0
20100828,352,1,593171,7,2,N,0
20100905,352,1,593171,7,2,N,0
20100909,352,1,593171,7,2,N,0
20100911,352,1,593171,7,2,N,0
20100912,352,1,593171,7,2,N,0
20100916,352,1,593171,7,4,N,0
20100921,352,1,593171,7,2,N,0
20100923,352,1,593171,7,2,N,0
20100924,352,1,593171,7,2,N,0
20100925,352,1,593171,7,8,N,0
20100926,352,1,593171,7,2,N,0
20101001,352,1,593171,7,2,N,0
20101002,352,1,593171,7,2,N,0
20101003,352,1,593171,7,2,N,0
20101004,352,1,593171,7,2,N,0
20101006,352,1,593171,7,2,N,0
20101010,352,1,593171,7,4,N,0
20101011,352,1,593171,7,6,N,0
20101014,352,1,593171,7,4,N,0
20101017,352,1,593171,7,2,N,0
20101019,352,1,593171,7,2,N,0
20101023,352,1,593171,7,4,N,0
20101030,352,1,593171,7,2,N,0
20101111,352,1,593171,7,4,N,0
20101117,352,1,593171,7,2,N,0
20101118,352,1,593171,7,2,N,0
20101202,352,1,593171,10,2,N,0
20101203,352,1,593171,10,4,N,0
20101204,352,1,593171,10,2,N,0
20101209,352,1,593171,10,2,N,0
20101213,352,1,593171,10,2,N,0
20101220,352,1,593171,10,6,N,0
20101221,352,1,593171,10,20,N,0
20101222,352,1,593171,10,10,N,0
20101223,352,1,593171,10,4,N,0
20101224,352,1,593171,10,8,N,0
20101226,352,1,593171,10,4,N,0
20101228,352,1,593171,10,6,N,0
20101229,352,1,593171,10,2,N,0
20101230,352,1,593171,10,2,N,0
20100102,357,1,593171,10,2,N,0
20100104,357,1,593171,10,2,N,0
20100105,357,1,593171,10,4,N,0
20100107,357,1,593171,10,4,N,0
20100109,357,1,593171,10,2,N,0
20100112,357,1,593171,10,2,N,0
20100113,357,1,593171,10,2,N,0
20100121,357,1,593171,10,8,N,0
20100122,357,1,593171,10,2,N,0
20100123,357,1,593171,10,4,N,0
20100129,357,1,593171,10,2,N,0
20100130,357,1,593171,10,2,N,0
20100225,357,1,593171,10,2,N,0
20100301,357,1,593171,10,2,N,0
20100316,357,1,593171,10,2,N,0
20100318,357,1,593171,10,4,N,0
20100319,357,1,593171,10,2,N,0
20100320,357,1,593171,10,2,N,0
20100327,357,1,593171,10,4,N,0
20100329,357,1,593171,10,2,N,0
20100330,357,1,593171,10,2,N,0
20100409,357,1,593171,10,2,N,0
20100413,357,1,593171,10,2,N,0
20100426,357,1,593171,10,2,N,0
20100430,357,1,593171,10,4,N,0
20100501,357,1,593171,10,2,N,0
20100504,357,1,593171,10,2,N,0
20100509,357,1,593171,10,2,N,0
20100523,357,1,593171,10,2,N,0
20100603,357,1,593171,10,2,N,0
20100612,357,1,593171,10,2,N,0
20100624,357,1,593171,10,2,N,0
20100627,357,1,593171,10,2,N,0
