date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
20110102,352,1,593171,10,6,N,0
20110102,380,1,593171,10,4,N,0
20110102,390,1,593171,10,2,N,0
20110102,417,1,593171,10,4,N,0
20110102,418,1,593171,10,6,N,0
20110102,437,1,593171,10,2,N,0
20110102,442,1,593171,10,8,N,0
20110102,444,1,593171,10,2,N,0
20110102,613,1,593171,10,2,N,0
20110103,352,1,593171,10,2,N,0
20110103,362,1,593171,10,6,N,0
20110103,417,1,593171,10,2,N,0
20110103,442,1,593171,10,6,N,0
20110103,444,1,593171,10,2,N,0
20110103,613,1,593171,10,6,N,0
20110103,671,1,593171,10,2,N,0
20110104,362,1,593171,10,2,N,0
20110104,380,1,593171,10,4,N,0
20110104,390,1,593171,10,2,N,0
20110104,442,1,593171,10,6,N,0
20110104,444,1,593171,10,4,N,0
20110104,603,1,593171,10,2,N,0
20110104,613,1,593171,10,2,N,0
20110105,326,1,593171,10,2,N,0
20110105,398,1,593171,10,2,N,0
20110105,418,1,593171,10,2,N,0
20110105,442,1,593171,10,10,N,0
20110105,444,1,593171,10,2,N,0
20110105,671,1,593171,10,2,N,0
20110106,326,1,593171,10,2,N,0
20110106,352,1,593171,10,2,N,0
20110106,357,1,593171,10,2,N,0
20110106,362,1,593171,10,2,N,0
20110106,390,1,593171,10,4,N,0
20110106,398,1,593171,10,2,N,0
20110106,418,1,593171,10,4,N,0
20110106,442,1,593171,10,6,N,0
20110106,444,1,593171,10,2,N,0
20110107,352,1,593171,10,4,N,0
20110107,380,1,593171,10,2,N,0
20110107,417,1,593171,10,2,N,0
20110107,442,1,593171,10,6,N,0
20110107,613,1,593171,10,2,N,0
20110108,357,1,593171,10,2,N,0
20110108,362,1,593171,10,4,N,0
20110108,417,1,593171,10,2,N,0
20110108,442,1,593171,10,14,N,0
20110108,444,1,593171,10,2,N,0
20110108,603,1,593171,10,2,N,0
20110109,315,1,593171,10,2,N,0
20110109,390,1,593171,10,2,N,0
20110109,417,1,593171,10,6,N,0
20110109,442,1,593171,10,12,N,0
20110110,362,1,593171,10,6,N,0
20110110,418,1,593171,10,2,N,0
20110110,437,1,593171,10,2,N,0
20110110,442,1,593171,10,8,N,0
20110110,444,1,593171,10,2,N,0
20110110,613,1,593171,10,2,N,0
20110111,352,1,593171,10,6,N,0
20110111,390,1,593171,10,4,N,0
20110111,417,1,593171,10,2,N,0
20110111,437,1,593171,10,2,N,0
20110111,442,1,593171,10,12,N,0
20110111,603,1,593171,10,2,N,0
20110112,380,1,593171,10,2,N,0
20110112,390,1,593171,10,2,N,0
20110112,418,1,593171,10,2,N,0
20110112,442,1,593171,10,2,N,0
20110113,362,1,593171,10,2,N,0
20110113,380,1,593171,10,2,N,0
20110113,390,1,593171,10,4,N,0
20110113,417,1,593171,10,2,N,0
20110113,437,1,593171,10,2,N,0
20110113,442,1,593171,10,14,N,0
20110113,603,1,593171,10,2,N,0
20110114,352,1,593171,10,2,N,0
20110114,398,1,593171,10,2,N,0
20110114,437,1,593171,10,2,N,0
20110114,442,1,593171,10,6,N,0
20110115,390,1,593171,10,6,N,0
20110115,417,1,593171,10,2,N,0
20110115,442,1,593171,10,10,N,0
20110115,444,1,593171,10,4,N,0
20110116,417,1,593171,10,6,N,0
20110116,418,1,593171,10,4,N,0
20110116,442,1,593171,10,16,N,0
20110116,444,1,593171,10,2,N,0
20110116,603,1,593171,10,4,N,0
20110117,390,1,593171,10,2,N,0
20110117,437,1,593171,10,2,N,0
20110117,442,1,593171,10,6,N,0
20110117,444,1,593171,10,2,N,0
20110118,352,1,593171,10,2,N,0
20110118,362,1,593171,10,2,N,0
20110118,442,1,593171,10,4,N,0
20110118,444,1,593171,10,12,N,0
20110119,352,1,593171,10,6,N,0
20110119,390,1,593171,10,2,N,0
20110119,442,1,593171,10,2,N,0
20110119,613,1,593171,10,2,N,0
20110119,671,1,593171,10,2,N,0
20110120,398,1,593171,10,2,N,0
20110120,417,1,593171,10,2,N,0
20110120,418,1,593171,10,4,N,0
20110120,437,1,593171,10,2,N,0
20110120,442,1,593171,10,6,N,0
20110121,390,1,593171,10,2,N,0
20110121,398,1,593171,10,2,N,0
20110121,442,1,593171,10,4,N,0
20110121,444,1,593171,10,4,N,0
20110121,613,1,593171,10,2,N,0
20110122,362,1,593171,10,4,N,0
20110122,417,1,593171,10,2,N,0
20110122,442,1,593171,10,20,N,0
20110122,444,1,593171,10,2,N,0
20110122,603,1,593171,10,2,N,0
20110123,362,1,593171,10,2,N,0
20110123,380,1,593171,10,2,N,0
20110123,398,1,593171,10,4,N,0
20110123,417,1,593171,10,2,N,0
20110123,418,1,593171,10,4,N,0
20110123,442,1,593171,10,4,N,0
20110123,603,1,593171,10,2,N,0
20110124,362,1,593171,10,2,N,0
20110124,442,1,593171,10,4,N,0
20110124,444,1,593171,10,2,N,0
20110124,603,1,593171,10,2,N,0
20110125,352,1,593171,10,2,N,0
20110125,408,1,593171,10,2,N,0
20110125,418,1,593171,10,2,N,0
20110125,442,1,593171,10,18,N,0
20110126,364,1,593171,10,2,N,0
20110126,380,1,593171,10,2,N,0
20110126,390,1,593171,10,2,N,0
20110126,418,1,593171,10,2,N,0
20110126,442,1,593171,10,10,N,0
20110126,444,1,593171,10,4,N,0
20110127,315,1,593171,10,2,N,0
20110127,352,1,593171,10,2,N,0
20110127,362,1,593171,10,2,N,0
20110127,390,1,593171,10,2,N,0
20110127,401,1,593171,10,2,N,0
20110127,417,1,593171,10,2,N,0
20110127,418,1,593171,10,2,N,0
20110127,437,1,593171,10,2,N,0
20110127,442,1,593171,10,6,N,0
20110127,613,1,593171,10,4,N,0
20110128,352,1,593171,10,2,N,0
20110128,390,1,593171,10,2,N,0
20110128,398,1,593171,10,2,N,0
20110128,442,1,593171,10,2,N,0
20110128,603,1,593171,10,4,N,0
20110128,613,1,593171,10,2,N,0
20110129,362,1,593171,10,4,N,0
20110129,398,1,593171,10,2,N,0
20110129,418,1,593171,10,2,N,0
20110129,442,1,593171,10,12,N,0
20110129,444,1,593171,10,4,N,0
20110129,613,1,593171,10,6,N,0
20110130,417,1,593171,10,2,N,0
20110130,437,1,593171,10,6,N,0
20110130,442,1,593171,10,12,N,0
20110130,444,1,593171,10,12,N,0
20110130,613,1,593171,10,10,N,0
20110130,671,1,593171,10,2,N,0
20110131,364,1,593171,10,2,N,0
20110131,442,1,593171,10,4,N,0
20110131,444,1,593171,10,2,N,0
20110131,603,1,593171,10,2,N,0
20110131,613,1,593171,10,8,N,0
20110201,362,1,593171,10,2,N,0
20110201,417,1,593171,10,2,N,0
20110201,418,1,593171,10,4,N,0
20110201,442,1,593171,10,10,N,0
20110201,613,1,593171,10,10,N,0
20110202,390,1,593171,10,4,N,0
20110202,418,1,593171,10,2,N,0
20110202,442,1,593171,10,12,N,0
20110202,444,1,593171,10,6,N,0
20110202,613,1,593171,10,10,N,0
20110202,671,1,593171,10,2,N,0
20110203,352,1,593171,10,4,N,0
20110203,442,1,593171,10,14,N,0
20110203,444,1,593171,10,2,N,0
20110203,613,1,593171,10,14,N,0
20110204,362,1,593171,10,2,N,0
20110204,437,1,593171,10,2,N,0
20110204,442,1,593171,10,8,N,0
20110204,444,1,593171,10,2,N,0
20110204,613,1,593171,10,6,N,0
20110205,390,1,593171,10,2,N,0
20110205,398,1,593171,10,2,N,0
20110205,418,1,593171,10,2,N,0
20110205,437,1,593171,10,2,N,0
20110205,442,1,593171,10,6,N,0
20110205,603,1,593171,10,2,N,0
20110205,613,1,593171,10,18,N,0
20110206,362,1,593171,10,2,N,0
20110206,364,1,593171,10,2,N,0
20110206,390,1,593171,10,2,N,0
20110206,401,1,593171,10,2,N,0
20110206,417,1,593171,10,2,N,0
20110206,418,1,593171,10,2,N,0
20110206,437,1,593171,10,2,N,0
20110206,442,1,593171,10,20,N,0
20110206,613,1,593171,10,2,N,0
20110207,362,1,593171,10,2,N,0
20110207,390,1,593171,10,2,N,0
20110207,401,1,593171,10,8,N,0
20110207,442,1,593171,10,2,N,0
20110207,444,1,593171,10,2,N,0
20110207,613,1,593171,10,4,N,0
20110208,364,1,593171,10,2,N,0
20110208,390,1,593171,10,2,N,0
20110208,401,1,593171,10,4,N,0
20110208,417,1,593171,10,4,N,0
20110208,437,1,593171,10,2,N,0
20110208,442,1,593171,10,6,N,0
20110208,613,1,593171,10,4,N,0
20110209,401,1,593171,10,4,N,0
20110209,417,1,593171,10,4,N,0
20110209,442,1,593171,10,8,N,0
20110210,390,1,593171,10,2,N,0
20110210,401,1,593171,10,8,N,0
20110210,418,1,593171,10,2,N,0
20110210,442,1,593171,10,8,N,0
20110210,603,1,593171,10,2,N,0
20110211,362,1,593171,10,4,N,0
20110211,398,1,593171,10,6,N,0
20110211,401,1,593171,10,2,N,0
20110211,442,1,593171,10,4,N,0
20110212,390,1,593171,10,2,N,0
20110212,398,1,593171,10,8,N,0
20110212,401,1,593171,10,4,N,0
